sensor_id,comment
DL8,"  DL8 Germany Lindenberg modified Vaisala RS80-A-FN radiosonde {operational 2003}^ <F=T403DL,P=Ac,T=CB,U=Ah>"
DL9,"  DL9 Germany Lindenberg modified Vaisala RS90-FN radiosonde {1997}^ <F=T403DL,P=Ac,T=CB,U=2Ah>"
DLF,"  DLF East Germany Lindenberg Frequenzsonde or Einkanalradiosonde EKRS-64/70 {1965}^ <F=V403??,P=A,T=T,U=none>"
DLM,  DLM East Germany Lindenberg Rink Mehrkanalradiosonde (Multichannel radiosonde) {1951}^
DLN,"  DLN Germany Lindenberg modified Vaisala RS92 FN radiosonde {2003}^ <F=T403DL,P=Ac,T=Wc,U=2Ah>"
DLR,"  DLR Germany Lang or RfW radiosonde radar tracking {1942}^ (I=L, T=215) <F=V27.75HE,P=A,T=B,U=H,W=Rm>"
DLT,"  DLT East Germany Lindenberg DFR1/WTF radiosonde {1969}^ <F=V?F?,P=A,T=B,U=Hr>"
DLW,"  DLW Germany Luftwaffe World War II PT radiosonde {early 1940s}^ <F=V3.75?A,P=2A,T=?>"
DLe,"  DLe Germany Lindenberg preliminary modified Vaisala RS80-A-FN radiosonde {2000}^ <F=T403DL,P=Ac,T=CB,U=Ah>"
DMA,"  DMA Germany Moltchanoff chronometric PTU radiosonde made by Askaniawerke {1931}^ <F=V3-12HC,P=D,T=B,U=H>"
DMY,"  DMY Germany pre-WWII radiosonde {~ 1936}^ <F=V?HE,P=A,T=B>"
DPS,  DPS Germany Pinkau and Selk radiosonde {~1962}^
DRA,"  DRA Germany P. Raethjen radiosonde {1940s}^ <F=V10MR,P=A,T=B,U=H>"
DRP,"  DRP Germany University of Munich Kali model airplane {2001}^ <P=S,T=S,U=A>"
DRZ,"  DRZ Germany Grziwa wet bulb reference radiosonde {1968}^ <F=V150F(E+B),P=B,T=TB,U=W>"
DS4,"  DS4 Germany Schulze Becker Sittel Menzer radiosonde {~ 1950}^ <F=V18FE,P=Ac,T=Kc,U=Wc>"
DSK,"  DSK Germany Askania-Werke Kontaktgeraet radiosonde {1931}^ <F=V?HE,P=D,T=B,U=H>"
DSL,"  DSL Germany Lichtzeigergeraet radiosonde {1930}^ <F=V?H,P=D,T=B,U=H>"
DSM,"  DSM Germany Sittel Menzer radiosonde, 4 varieties {1942-44}^ <F=V?FE,P=Ac,T=Cc(ceramic with high dielectric constant),U=Wc>"
DTE,"  DTE Germany Telefunken 687 S II radiosonde {1933}^ <F=V5-10FB,P=D,T=C,U=H>"
DTH,  DTH Germany DWD hypsometer radiosonde {1965}^
DTR,"  DTR Germany DWD Woefle platinum wire Brueckensonde (bridge sonde) {1964}^ <F=T28AM,P=A,T=W(platinum loop 0.015 mm diameter and 200 mm long),U=0>"
DTS,"  DTS Germany DWD Temperatur-Struktur-Sonde {1962}^ <F=V151-154FE,P=A,T=W(platinum),U=0> (Deutsche Wetterdienst Instrumentenamt, Muenchen)"
DU_,  DU_ Germany Graw/Sprenger unspecified model {1938}^ (W2=07 starting 198505)
DWO,  DWO Germany Woefle thermistor radiosonde {1944}^ <T=Tw>
DYY,"  DYY Germany/UK Univ of Reading yo-yo Graw M60 radiosonde {1970}^ <F=T403ME,P=2A,T=BS,U=Hr>"
DYy,"  DYy Germany/UK Univ of Reading yo-yo Graw G120 radiosonde {1970}^ <F=T403ME,P=2A,T=BS,U=Hr>"
ECF,"  ECF Canada FLYHT-AeroMechanical Services, Ltd. afirs/UpTime meteorological profiler {prototype 2008}^"
EE1,"  EE1 Europe MOZAIC I aircraft meteorological profiler for Airbus {1993}^ <F=?,P=?,T=?,U=A,W=?>"
EE2,"  EE2 Europe MOZAIC II aircraft meteorological profiler for Airbus {1996}^ <F=?,P=?,T=?,U=A,W=?>"
EE3,"  EE3 Europe MOZAIC III aircraft meteorological profiler for Airbus {2000}^ <F=?,P=?,T=?,U=A,W=?>"
EE4,  EE4 Europe E-AMDAR European Aircraft Meteorological DAta Relay with WVSS-II version 2006 for humidity {2007}^
EE5,  EE5 Europe E-AMDAR European Aircraft Meteorological DAta Relay with WVSS-II version 2008 for humidity {~2009}^
EEA,  EEA Europe E-AMDAR European Aircraft Meteorological DAta Relay {1990s?}^
EIA,  EIA International Aircraft Meteorological DAta Relay (AMDAR) {1986}^
EK4,"  EK4 USA AN/AMT-4 White Sands continuous pressure radiosonde {1967}^ <F=V1680AB+A-,P=A+Ai,T=TR(ML-419/AM),U=C(ML-476),"
EKE,"  EKE France EOLE constant-level balloon {1971}^ <F=T400,P=S,T=TB,W=S>"
EKF,"  EKF France LMD BALSAMINE constant level balloon radiosonde {1979}^ <F=?,P=Ac,T=T+TB,U=A(Vaisala Humicap)> Laboratoire de Meteorologie"
EKG,"  EKG USA NCAR GHOST constant-level balloon {1965}^ <F=T?,P=A?,T=TB or W,U=?> GHOST = Global HOrizontal Sounding Technique"
EKH,  EKH US Air Force Typhoon Homer constant level dropsonde {1955}^
EKP,"  EKP USA Univ of Minnesota Piccard constant level balloon sonde {1936}^ <F=V62AC,P=Hg,T=B,U=P>"
EKT,"  EKT US Navy lightweight Transosonde constant-pressure balloon {1959}^ <F=??ME,P=?,T=?,W=?>"
EN1,"  EN1 Univ of Hawaii / NOAA ARL smart balloon 1st generation {1991}^ <F=T?DL,P=S,T=T,U=A,N=G>"
EN2,"  EN2 Univ of Hawaii / NOAA ARL smart balloon 2nd generation {1995}^ <F=T?DL,P=S,T=T,U=A,N=G>"
EN3,"  EN3 Univ of Hawaii / NOAA ARL smart balloon 3rd generation {1997}^ <F=T?DL,P=S,T=T,U=A,N=G>"
EN4,"  EN4 Univ of Hawaii / NOAA ARL smart balloon 4th generation {~2004}^ <F=T?DL,P=S,T=T,U=A,N=G>"
EN5,"  EN5 USA 401.65 MHz Platform Terminal Transmitter (PTT) Telonics ST-5 on tetroon, tracked by ARGOS satellite {1992}^ <F=T401.65,T=T> Telonics, Mesa, AZ"
EN6,"  EN6 USA ENSCO Global Environmental Micro Sensors (GEMS) Lagrangian Drifter prototype {2007}^ ENSCO, Inc., Melbourne, FL"
EN7,"  EN7 USA NOAA/DHS Weather In-Situ Deployment Optimization Method (WISDOM) wind-only prototype {2008}^ <F=?,N=G(ETC RFID tag)>"
ENW,"  ENW USA Weather Science superpressure balloon transponder radiosonde {1968}^ <P=A(?),T=?,U=?,W=T403a>"
EUA,"  EUA USA Aircraft to Satellite DAta Relay (ASDAR) {~1977}^ <F=?,T=W,W=I>"
EUB,"  EUB US Air Force Aircraft to Satellite Data Link {ASDL} {1977}^ <F=?,T=W,W=I>"
EUC,"  EUC USA ARINC Communication and Recording System (ACARS) {1979}^ <F=?,T=W,W=I>"
EUD,"  EUD USA UCAR Water Vapor Sensing System II (WVSS II) {2004}^  <F=ACARS,U=IL> SpectraSensors, Rancho Cucamonga, CA"
EUE,"  EUE USA Tropospheric Airborne Meteorological Data Reporting (TAMDAR) system {2004}^ <F=?,P=?,T=?,U=2A,W=?> made by AirDat LLC, Evergreen, CO"
EUF,"  EUF USA Passive Microwave Vertical Sounder (PMVS) on Altair unmanned aircraft {2005}^ <F=T??D,P=?,T=MR,U=MR>"
EUP,"  EUP US Air Force Predator RQ-1 Exploitation Support Data (ESD) processed for meteorological profile {2005}^ <F=T?DL,P=?,T=T,U=none,W=AD>"
EUV,"  EUV USA UCAR Water Vapor Sensing System II (WVSS II) reengineered {2008}^ <F=ACARS,P=?,T=?,U=IL> SpectraSensors, Rancho Cucamonga, CA"
EVV,"  EVV Vaisala Water Vapor Sensing System (WVSS) HMM30D humidity sensor {1997}^ <F=ACARS,U=A>"
FB1,"  FB1 France Met. Nationale model airplane radiosonde SAM-B {1978}^ <F=T403??,P=vibrating wire,T=T(ML-419),U=C(ML-476)>"
FC1,"  FC1 France CNRM radiosonde {1986}^ <F=T??L,P=A(?),T=TR(VIZ),U=A(French, from SPSI Co.),W=Ra> National Center for Meteorological Research (CNRM)"
FCD,"  FCD France CNRS differential sounding radiosonde {1976}^ <F=?400DL,P=?,T=TB,W=2IA+compass>"
FCF,  FCF France Fortier radiosonde {early 1980s}^
FCH,"  FCH France CNRM 3-dimensional wind helisonde {1980}^ <F=T400DL,P=AS,T=2TB,U=none?,W=2AI> National Center for Meteorological Research (CNRM), Serv."
FCW,"  FCW France CNRS stratospheric water vapor UV fluorescence radiosonde {1978}^ <F=?,P=?,T=none,U=Y>"
FC_,  FC_ France Metox CT receiver radiosonde unspecified model^
FD4,  FD4 France DIM R. V. 4 radiosonde {early 1970s}^
FE1,"  FE1 France Mesural M69 radiosonde {<= 1973}^ <F=28,403,or 1680?B,P=A,T=B,U=G[G1993]>"
FE2,"  FE2 France Mesural MH73A radiosonde {<= 1973} 31313=02502^ (W3=25,T=264) <F=28,403,or 1680{P(P and U) or F(T)}L,P=A,T=T,U=G[G1993]>"
FE3,"  FE3 France Mesural lower troposphere radiosonde {<= 1973}^ <F=28,403,or 1680?B, P=A,T=T,U=G[G1993]>"
FE4,"  FE4 France Mesural temperature radiosonde for radar wind {<= 1973}^ <F=28,403,or 1680?B, P=A,T=T,W=R>"
FE5,  FE5 France Mesural MH18 radiosonde {~ late 1980s}^
FF1,"  FF1 France Idrac/Bureau Thermoradio {1929}^ <F=V4.8HC,P=0,T=B,U=none>"
FF2,"  FF2 France Idrac/Bureau Barothermoradio cylinder version {1929}^ <F=V4.8HC,P=D,T=B>"
FF3,"  FF3 France Bureau PT radiosonde for IPY {1932}^ <F=V4.8HC,P=D,T=B,U=H>"
FF4,"  FF4 France Bureau PTU radiosonde made by Presale {1934}^ <F=V4.8HC,P=D,T=B,U=H>"
FF5,  FF5 France Bureau PTU radiosonde with spiral conductor on disk {1939}^
FFB,"  FFB France Idrac/Bureau Barothermoradio disk version {1930}^ <F=V4.8HC,P=D,T=B>"
FFM,"  FFM France modified Vaisala RS80-15GE structure function sonde {~1994}^ Laboratoire Universitaire d'Astrophysique de Nice, Universite de Nice-Sophia, Nice"
FG1,"  FG1 France Geolink GPSonde GL98 {1998} 31313=57708^ (W3=77) <F=T400-406DL,P=0,T=TC,U=A,N=GC>"
FG2,"  FG2 France Geolink GPSonde M2K2 {2003} 31313=55608^ (W3=56) <F=T400-406DL,P=0,T=TC,U=A,W=D or N=GC>"
FGC,"  FGC France Geolink-Modem M2K2-DC 1680 MHz improved radiation protection {2006} 31313=45708^ <F=T1680DL,P=0,T=TC,U=A,N=GC>"
FGD,"  FGD France Geolink-Modem M2K2-DC 1680 MHz improved radiation protection {2006} 31313=55708^ <F=T1680DL,P=0,T=TC,U=A,N=GC>"
FGL,"  FGL France Geolink-Modem M2K2-R 1680 MHz radiosonde RDF {2004} WMO instr=59^ (W3=59) <F=T1680DL,P=S,T=TC,U=A>"
FGM,  FGM France Geolink GPS400PSK GPS radiosonde {1996}^ <N=G>
FGP,"  FGP France Geolink-Modem GPSonde M2K2-P {2003} WMO instr=57^ (W3=57) <F=T400-406DL,P=S,T=TC,U=A,N=GC>"
FGR,"  FGR France Modem GL98-16 radiosonde RDF {2000-2003}^ <F=T400-406DL,P=S,T=TC,U=A>"
FGT,"  FGT France Geolink-Modem GPSonde M10 {2010} (31313=47708)^ <F=T403DL,P=0,T=TC,U=A,N=GC>"
FH_,"  FH_ France Metox unspecified model, hair hygrometer^"
FLD,  FLD France LMD frost-point hygrometer radiosonde {~1989}^
FLL,"  FLL France LPA low-level radiosonde or tethersonde {1968}^ <F=?,P=Ai,T=TB,U=C> Laboratoire de Physique de l'Atmosphere (LPA, part of CNRS), Toulouse)"
FLS,"  FLS France LMD sonic radiosonde {~1977}^ <F=?,P=?,T=SS,W=AS> Laboratoire de Meteorologie Dynamique, CNRS, Paliseau CEDEX, France"
FM1,"  FM1 France Metox 1947 28 MHz radiosonde {1947}^ (T=266) <F=V28HE,P=3A,T=B,U=H[G1993],W=Dm(Metox)>"
FM2,"  FM2 France Metox 1950 400 MHz radiosonde {1950}^ <F=V400HE,P=A,T=B,U=H[G1993],W=Dm(Metox)>"
FM3,"  FM3 France Metox 1954 radiosonde {~ 1954}^ <F=V400HE,P=A,T=B,U=H[G1993],W=Dm(Metox)>"
FM4,"  FM4 France Metox 1955 radiosonde {~ 1955}^ <F=V400HE,P=A,T=B,U=H[G1993],W=Dm(Metox)> (I=M1)"
FM5,"  FM5 France Metox CT 1956 radiosonde {~ 1956}^ (I=M2, C=265)"
FM6,  FM6 France Metox CT receiver radiosonde {~ 1959}^
FM7,  FM7 France Metox CT 1960 radiosonde {1960}^
FM8,  FM8 France Metox 1962 radiosonde {1962}^
FM9,"  FM9 France Metox 1964 radiosonde {1964}^ (T=267) <F=V400HE,P=A,T=BS,U=G[G1993],W=Dm(Metox)>"
FMA,"  FMA France Metox 1949 1.7 MHz radiosonde {1949}^ <F=V1.7HE,P=3A,T=B,U=H[G1993],W=Dm(Metox)>"
FMB,"  FMB France Metox 1949 400 MHz radiosonde {1949}^ <F=V400HE,P=3A,T=B,U=G+H[G1993],W=Dm(Metox)>"
FMC,"  FMC France Metox Analog carbon hygristor radiosonde {~ late 1960s}^ (T=268) <F=V403HE,P=A,T=TR,U=C(VIZ),W=Dm(Metox)>"
FMD,"  FMD France Metox 1949 28 MHz radiosonde {1950}^ <F=V28HE,P=3A,T=B,U=G+H[G1993],W=Dm(Metox)>"
FME,"  FME France Metox 1950 400 MHz radiosonde modified {1950}^ <F=V400HE,P=A,T=B,U=H[G1993],W=Dm(Metox)>"
FMF,"  FMF France Metox 1951 400 MHz radiosonde {1951}^ <F=V400HE,P=2A,T=B,U=H[G1993],W=Dm(Metox)>"
FMG,"  FMG France Metox 1952 400 MHz radiosonde {1952}^ <F=V400HE,P=2A,T=B,U=H[G1993],W=Dm(Metox)>"
FMH,"  FMH France Metox 1953 400 MHz radiosonde {1953}^ <F=V400HE,P=2A,T=B,U=H[G1993],W=Dm(Metox)>"
FMJ,  FMJ France Metox 1963 radiosonde {1963}^
FMP,"  FMP France Metox 28 MHz wet bulb radiosonde {~ 1957}^ <F=V28HE,P=A,T=B,U=W,W=Dm>"
FMS,  FMS France Mesural or Metox unspecified model^
FM_,"  FM_ France Metox unspecified model {~ 1947}^ (I=M, W1=03, W2=05 until 197909, T=265)"
FNA,  FNA France phosphoric anhydride electrolytic humidity sonde {~1970}^ <U=PA>
FO2,"  FO2 France ONM 200 radiosonde, no RH {1932}^ <F=?,P=B,T=B>"
FOL,  FOL France Olland-type radiosonde {~ 1943}^
FO_,"  FO_ France ONM unspecified model {1930}^ (T=276) <V=?,P=?,T=BC>"
FP3,"  FP3 France Presale 1938 radio-goniosonde {1938}^ <F=V??C,P=A,T=B,U=H,W=Dm>"
FP4,"  FP4 France Presale radiosonde {~ 1947}^ (C=786) <F=V27.5-28HC,P=A,T=B,U=G>"
FPT,  FPT France Petitpa temperature reference radiosonde {1970}^ <T=Wv>
FPX,  FPX France Presale Model X radiosonde {~ late 1940s}^
FS1,"  FS1 France Mesural FMO 1940B 28 MHz radiosonde {1966}^ (C=701) <F=V28??,P=A,T=B,U=G>"
FS2,"  FS2 France Mesural FMO 1943 403 MHz radiosonde {1966}^ <F=T403HE,P=A,T=B,U=G>"
FS3,"  FS3 France Mesural FMO 1943B radiosonde {1969}^ (C=702) <F=?,P=A,T=T(?),U=G>"
FS4,"  FS4 France Mesural FMO 1944C radiosonde {1972}^ (C=703) <F=?,P=A,T=T,U=G>"
FS5,"  FS5 France Mesural FMO 1945 radiosonde {1976}^ (C=705) <F=?1680(?),P=A,T=T,U=G>"
FS6,  FS6 France Mesural FMO 1946A radiosonde {1975}^
FS7,"  FS7 France Mesural FMO 1950 radiosonde {1978}^ (C=704) <F=?,P=A,T=T,U=G>"
FS8,"  FS8 France Mesural FMO 1955 radiosonde {1983}^ (C=706) <F=?,P=A,T=T,U=G>"
FSA,"  FSA France Mesural FMO 1945A radiosonde {1976} WMO instr=24^ (W3=24) <F=?403,P=A,T=T,U=G>"
FSB,"  FSB France Mesural FMO 1945B radiosonde {1976}^ <F=?,P=A,T=T,U=G>"
FSC,  FSC France Compagnie de Compteur (C. d. C.) radiosonde {~ 1965}^
FSF,  FSF France Mesural FMO 1950A radiosonde {~ 1982} WMO instr=23^ (W3=23) <F=?403>
FSM,"  FSM France Mesural FMO 1944C, 1945A, or 1945B radiosonde {1972}^"
FSR,"  FSR France experimental radiosonde for automatic recorder {late 1960s}^ <F=V400P?,P=A(?),T=T,U=?>"
FS_,"  FS_ France Mesural unspecified model {1966}^ (W1=27, W2=05 in France starting 197909 or W2=15 outside France starting 198607, T=260)"
FSa,"  FSa France Mesural FMO 1943A radiosonde {1969?}^ <F=T403HE,P=A,T=B,U=G>"
FT1,"  FT1 France transponder radiosonde {1954}^ <F=V???,P=?,T=B(?),U=H(?),W=T180>"
FV1,  FV1 France FV (fils vibrant) vibrating wire temperature radiosonde {1958}^ <T=V>
GA1,  GA1 Britain Almond T only AM radiosonde {1953}^
GC1,  GC1 Britain Ministry of Supply high-precision radiosonde {1946}^
GDB,"  GDB Britain Dobson-Brewer dew point mirror {1943}^ <F=none,P=A (aircraft altimeter),T=T,U=D>"
GK1,"  GK1 Britain Kew Mark I or MK I radiosonde {1940}^ (T=191) <F=V26-30AR,P=Ai,T=BSi,U=Gsi,W=3Dm or Rm>"
GK2,"  GK2 Britain Kew Mark II or MK II or UK MKII radiosonde {1945}^ (T=192,572) <F=V27.5AR,P=Ai,T=BSi,U=Gi,W=3Dm or Rm>"
GK3,"  GK3 Britain Kew Mark 3 radiosonde, crimped temperature sensor connections {1977} WMO instr=33^ or MK 3 or UK RS3 (W1=17, W2=11 starting 198505 called ""U. K. Meteorological"
GKA,"  GKA Britain Kew Mark IA radiosonde {1943}^ <F=V26-30AR,P=Ai,T=BSi,U=Gsi,W=3Dm or Rm>"
GKB,  GKB Britain Kew Mark IIB radiosonde with lag and radiation corrections {1956}^
GKC,"  GKC Britain Kew Mark 3b prototype radiosonde {1967}^ <F=T28AL,P=A,T=W(tungsten coil),U=G>"
GKH,"  GKH Britain Kew Mark II or MK II or UK MKII temperature only radiosonde for high altitude {1949}^ <F=V27.5AR,P=Ai,T=BSi,W=Rm>"
GKT,"  GKT Britain Kew Mark 3 radiosonde with welded temperature sensor connections {early 1981}^ <F=T27.5AE,P=Ai,T=W(tungsten coil),U=Gi>"
GKU,  GKU Britain Kew Mark IIB radiosonde unspecified model^
GK_,  GK_ Britain unspecified model^ (T=190)
GKb,"  GKb Britain Kew Mark IIB or UK MK IIB radiosonde, no radiation corrections {1952}^ (I=A, W1=07, W2=11 to 198505, T=193) <F=V27AR,P=A,T=BS,U=G>"
GM1,"  GM1 Britain Mullard Radar Sonde {1953}^ <F=V2850PE,P=Ai,T=W,U=Gi,N=T152.5>"
GML,"  GML Britain UKMO lightweight radiosonde {~ 1960}^ <F=V27.5-28A?,P=none,T=C,U=none>"
GN1,"  GN1 Britain NPL PT radiosonde {1937}^ <F=V7 or 35AS,P=Ac(Bellows)i,T=W(brass)i,U=0,W=2Dm>"
GN2,"  GN2 Britain NPL PTU radiosonde {1938}^ <F=V35AS,P=Ai,T=W(brass)i,U=Gi>"
GN3,  GN3 Britain NPL Mark 3 PT radiosonde {1940}^
GP3,"  GP3 Britain Kew Mark 3 radiosonde made by M. E. L. Phillips {1977} WMO instr=33^(W1=17, W2=11 starting 198505"
GS1,  GS1 Britain Salford Kew Mark II radiosonde {1949}^
GT1,"  GT1 Britain TRE Radarsonde {1949}^ Telecommunication Research Establishment (TRE) Radarsonde with transponder <F=V?HE,P=A,T=BS,U=G>"
GU1,"  GU1 Britain unidentified radiosonde {1937}^ <F=?,P=A,T=B,U=G>"
GW2,"  GW2 Britain Whiteley Mark II radiosonde {1945}^ (T=572) <F=V27.5AR,P=Ai,T=BSi,U=Gsi,W=3Dm or Rm>"
GW_,  GW_ Britain Whiteley unspecified model^ (T=571)
H10,  H10 China RS100 radiosonde {~2000}^
H1G,"  H1G China International Telecommunication Equipment Factory GZZ-1 Comb like Molchanov RZ-049 radiosonde {1955}^ (T=047) <F=V260(?)MB,P=A,T=B,U=H,W=O or Dm>"
H1a,"  H1a China International Telecommunication Equipment Factory GZZ-1 Comb with virtual temperature correction {1957}^ <F=V260(?)MB,P=A,T=B,U=H,W=O or Dm>"
H1b,"  H1b China International Telecommunication Equipment Factory GZZ-1 Comb with daytime solar radiation corr {1959}^ <F=V260(?)MB,P=A,T=B,U=H,W=O or Dm>"
H21,"  H21 China Taiyuan Radio or Shanghai Radio Factory #23 GZZ-2-1 or GZZ2-1 24 MHz rotary code radiosonde {1978?}^ <F=V24ME,P=A,T=BC,U=G,W=Ts>"
H25,"  H25 China Taiyuan Radio Factory GZZ-2-05 or GZZ2-05 400 MHz high altitude, narrow spectrum, stable frequency radiosonde {~1995}^ <F=V400ME,P=A,T=BC,U=G,W=Ts>"
H26,"  H26 China Taiyuan Radio Factory GZZ-2-06 or GZZ2-06 800 MHz radiosonde^ <F=V800ME,P=A,T=BC,U=G,W=Ts>"
H27,"  H27 China Shanghai Radio Factory #23 GZZ2-07-1 400 MHz interference-resistant radiosonde {~2000}^ <F=V400ME,P=A,T=BC,U=G,W=Ts>"
H2B,"  H2B China Shanghai Radio Factory #23 GZZ-2-05-3B or GZZ2-05-3B 400 MHz radiosonde {~1997}^ <F=V400ME,P=A,T=BC,U=G,W=Ts>"
H2G,"  H2G China GZZ-2, GZZ-59, GZZ (P-59), SMA-GZZ, 59-701 or ""Shang/M, P-band radar"" (mechanical) sonde {~1961} WMO instr=32^ (T=045, W2=19, W3=32)"
H2Z,"  H2Z China Shanghai Radio Factory #23 GZZ-2-05-3Z or GZZ2-05-3Z 400 MHz radiosonde {~1997}^ <F=V400ME,P=A,T=BC,U=G,W=Ts>"
H2c,"  H2c China GZZ-2 or ""Shang/M, P-band radar"" (mechanical) sonde with multiple correction changes {2000} WMO instr=32^ (T=045, W2=19, W3=32)"
H2g,"  H2g China Shanghai Radio Factory #23 GZZ2-07-2 400 MHz radiosonde {~2000}^ <F=V400ME,P=A,T=BC,U=G,W=Ts>"
H2p,"  H2p China International Telecommunication Equipment Factory GZZ-2 Type 57 prototype {1957}^ <F=V260(?)MR,P=A,T=B,U=H,W=O or Dm(?)>"
H2q,"  H2q China International Telecommunication Equipment Factory GZZ-2 Type 58 prototype {1958}^ <F=V260(?)ME,P=A,T=BC,U=G,W=O or Dm(?)>"
H2r,"  H2r China International Telecommunication Equipment Factory GZZ-2 Type 59 initial production {1959}^ <F=V400ME,P=A,T=BC,U=G,W=Ts>"
H32,"  H32 China Shanghai Radio Factory #23 GZZ-3-2B electronic, carbon hygristor {1979}^ <F=V400(?)ME,P=A,T=TR,U=C,W=Ts>"
H3A,"  H3A China Shanghai Radio Factory #23 GZZ-3-1A electronic like USSR RKZ-1, slow cycle {1969}^ <F=V400(?)M(?)E,P=A,T=TR,U=G(?),W=Ts>"
H3B,"  H3B China Shanghai Radio Factory #23 GZZ-3-1B electronic like USSR RKZ-1, fast cycle {1969}^ <F=V400(?)?E,P=A,T=TR,U=G(?),W=Ts>"
H3G,"  H3G China International Telecommunication Equipment Factory GZZ-3-1 electronic like USSR RKZ-1 {1963}^ <F=V400(?)M(?)E,P=A,T=TR,U=G(?),W=Ts>"
H5G,  H5G China Shanghai Radio Factory #23 GZZ-5 or GZZ5 field artillery radiosonde^
H6G,"  H6G China GZZ-6 or GZZ6 radiosonde^ <F=V400(?)ME,P=0,T=TR,U=C(?),W=Ts>"
H7G,"  H7G China Shanghai Radio Factory #23 GZZ-7-1 electronic, carbon hygristor {1977}^ <F=V400(?)ME,P=A,T=TR,U=C,W=Ts>"
H7g,"  H7g China Shanghai Radio Factory #23 GZZ-7 electronic, carbon hygristor prototype {1972}^ <F=V400(?)ME,P=A,T=TR,U=C,W=Ts>"
H8G,  H8G China Shanghai Radio Factory #23 GZZ-8 electronic 3-dimensional wind component radiosonde for artillery {1990s}^
H92,"  H92 China GTS1-2 1680 MHz radiosonde advanced, Nanjing Da Qiao Machine Company, Ltd. {200906} 31313=63303 (133)^ <F=T1675DL,P=Ac,T=TB,U=A(HS02 Humicap),"
H93,"  H93 China GTS1-1 or GTS1-3 1680 MHz radiosonde, Taiyuan Meteorological Instrument Plant {2009} 31313=63103 (131)^ <F=T1675DL,P=S,T=TR,U=C,W=Ra(GFE(L))>"
H9G,"  H9G China Shanghai Radio Factory #23 GZZ-9, GZZ9, GTS1 1675 MHz, or ""Shang/E, L band radar"" (electronic) radiosonde {2002} 31313=63203 (132)^ <F=T1675DL,"
H9b,"  H9b China GTS1-2 1680 MHz radiosonde, Nanjing Da Qiao Machine Company, Ltd. {2009}^ <F=T1675DL,P=Ac,T=TR,U=A(HS02 Humicap),W=Ra(GFE(L))>"
HC1,  HC1 China unspecified model not GZZ {~ 1940s}^ (T=046)
HCB,"  HCB China CF-06-A 403 MHz radiosonde, Beijing Chang Feng Surface Acoustic Wave Company {~2006}^ <F=T403DL,P=none,T=TB,U=A,N=G>"
HGC,"  HGC China 1680 MHz radiosonde, C-band (4000-8000 MHz) primary radar wind {1990}^ <F=T?DL,P=?,P=A,T=?,U=?,W=Ra>"
HG_,  HG_ China GZZ unspecified model {1964?}^ (T=048)
HRG,"  HRG China returnable GPS model airplane radiosonde {1998}^ <F=T400-406F?,P=none?,T=?,U=?,N=G> Institute of Meteorological Sciences of Jiangxi Province,"
HRP,"  HRP China digital sonde for Robotic Plane Meteorological Sounding System {1997}^ <F=T?DL,P=S,T=T,U=C,W=H(horizontal velocity return zero method)+G>"
HT1,  HT1 China TC-1/01 radiosonde {1989}^
HT2,  HT2 China TC-1/02 radiosonde {1989}^
HTA,  HTA China Taiyuan Radio Factory TD2-A digital radiosonde ^
HTB,  HTB China TC-2 radiosonde {~1995}^
HTC,"  HTC China Tsinghua University SMA-TC-1 radiosonde {1989}^ <F=T?DL,P=S,T=TR,U=C,W=Ta>"
HU1,  HU1 China/UKMO MK IIB radiosonde used or made in China {~ 1950s}^ (T=050)
HY1,"  HY1 China GTS(U)1-1 403 MHz radiosonde, Huayun Technology Development Corporation {~2009}^ <F=T403DL,P=?,T=TB,U=A>"
HY2,"  HY2 China GTS(U)-2 400 MHz radiosonde, Tianjing {~2009?}^ <F=T400DL,P=?,T=TB,U=A>"
HZ0,  HZ0 China Shanghai Radio Factory #23 GZZ-10 or GZZ10 radiosonde^
HZ1,"  HZ1 China Shanghai Radio Factory #23 GZZ-11 or GZZ11 397 MHz digital radiosonde {2003}^ <F=T397DL,P=S,T=TR, U=Pr,W=Ts>"
HZ6,  HZ6 China Shanghai Radio Factory #23 GZZ-16 or GZZ16 radiosonde^
HZ8,"  HZ8 China Shanghai Radio Factory #23 GZZ-18 or GZZ18 capacitive humidity sensor radiosonde {2004}^ <F=T1675DL,P=?,T=TR,U=A,W=Ts>"
HgA,  HgA China Nanjing 701A radiosonde {~ 1972}^
HgC,  HgC China Nanjing 701C radiosonde {~ 1972}^
I31,"  I31 India 401 MHz Mark 3 radiosonde {1992} WMO instr=20^ (T=183, W1=22, W3=20) <F=T401-406FB,P=A,T=TR,U=L>"
I32,"  I32 India 1680 MHz Mark 3 radiosonde {1992} WMO instr=20^ (T=184, W2=22, W3=20) <F=T1680FB,P=A,T=TR,U=L>"
I41,"  I41 India 401 MHz Mark 4 carbon hygristor radiosonde {2003}, sometimes 31313=02002^ <F=T401FL,P=B,T=TR,U=C>"
I42,"  I42 India 1680 MHz Mark 4 carbon hygristor radiosonde {2003}, sometimes 31313=02002^ <F=T1680FL,P=A,T=TR,U=C>"
I44,"  I44 India 1680 MHz Mark 4 carbon hygristor radiosonde {2003}, sometimes 31313=52002^ <F=T1680FL,P=A,T=TR,U=C>"
I45,"  I45 India 401 MHz Mark 4 modified radiosonde {2006} 31313=59002^  <F=T401FL,P=S,T=TR,U=C>"
