,Country,City,AccentCity,Region,Population,Latitude,Longitude
2361213,ru,altayskoye,Altayskoye,04,13852.0,51.953333,85.3325
2361565,ru,amursk,Amursk,30,46383.0,50.226111,136.899444
2361601,ru,anadyr,Anadyr,15,10318.0,64.75,177.48333300000004
2361669,ru,anapskaya,Anapskaya,38,13965.0,44.896714,37.386005
2361691,ru,anastasiyevskaya,Anastasiyevskaya,38,11204.0,45.215764,37.892577
2362243,ru,angarsk,Angarsk,20,243161.0,52.536667,103.886389
2362474,ru,anna,Anna,86,19148.0,51.4842,40.4299
2363010,ru,anzhero-sudzhensk,Anzhero-Sudzhensk,29,82527.0,56.081,86.0285
2363079,ru,apatity,Apatity,49,61187.0,67.564142,33.4031
2363147,ru,aprelevka,Aprelevka,47,17780.0,55.551936,37.080103
2363175,ru,apsheronsk,Apsheronsk,38,40452.0,44.464722,39.734167
2363289,ru,aramil,Aramil,71,15237.0,56.6977,60.8369
2363436,ru,ardon,Ardon,68,18313.0,43.177196,44.297024
2363521,ru,argayash,Argayash,13,10096.0,55.4888,60.8767
2363626,ru,arkadak,Arkadak,67,14393.0,51.932614,43.497785
2363682,ru,arkhangelsk,Arkhangelsk,06,344603.0,64.5401,40.5433
2363758,ru,arkhara,Arkhara,05,10430.0,49.4212,130.0842
2363882,ru,armavir,Armavir,38,199551.0,44.9892,41.1234
2363982,ru,arsenyev,Arsenyev,59,61620.0,44.163056,133.273333
2364030,ru,arsk,Arsk,73,17243.0,56.09151,49.877831
2364154,ru,arti,Arti,71,13564.0,56.423436,58.532761
2364270,ru,arzamas,Arzamas,51,109480.0,55.394852,43.83992
2364281,ru,arzgir,Arzgir,70,15838.0,45.372778,44.220556
2364358,ru,asbest,Asbest,71,74584.0,57.009934,61.457763
2364388,ru,asha,Asha,13,33007.0,54.9973,57.2722
2364512,ru,asino,Asino,75,27070.0,56.9979,86.1452
2364605,ru,assinovskaya,Assinovskaya,CI,10270.0,43.241667,45.181944
2364694,ru,astrakhan,Astrakhan,07,502537.0,46.349683,48.040756
2364855,ru,atkarsk,Atkarsk,67,27554.0,51.871853,45.007752
2365288,ru,avtury,Avtury,CI,18370.0,43.163543,46.001198
2365410,ru,aykhal,Aykhal,63,15267.0,66.0,111.5
2365488,ru,ayutinskiy,Ayutinskiy,61,10623.0,47.782279,40.14763
2365631,ru,azov,Azov,61,82134.0,47.10779,39.416481
2365741,ru,babayurt,Babayurt,17,13857.0,43.600204,46.778877
2365991,ru,bachatskiy,Bachatskiy,29,14618.0,54.2927,86.1285
2365999,ru,bachi-yurt,Bachi-Yurt,CI,14788.0,43.224166,46.194226
2366227,ru,bakal,Bakal,13,21763.0,54.9417,58.8083
2366551,ru,baksan,Baksan,22,37520.0,43.688056,43.536944
2366628,ru,balabanovo,Balabanovo,25,24233.0,55.181608,36.660599
2366743,ru,balakovo,Balakovo,67,201923.0,51.9284,47.9172
2366810,ru,balashikha,Balashikha,47,150105.0,55.809452,37.958055
2366815,ru,balashov,Balashov,67,98108.0,51.5502,43.1667
2366892,ru,baley,Baley,93,13404.0,51.6,116.633333
2366898,ru,balezino,Balezino,80,16618.0,57.979634,53.01057
2367027,ru,baltiysk,Baltiysk,23,34541.0,54.65382,19.911036
2367272,ru,barabinsk,Barabinsk,53,31509.0,55.357091,78.356971
2367340,ru,baranchinskiy,Baranchinskiy,71,10970.0,58.1617,59.6991
2367739,ru,barnaul,Barnaul,04,599586.0,53.360556,83.763611
2367989,ru,barysh,Barysh,81,18547.0,53.655326,47.112289
2368398,ru,bataysk,Bataysk,61,109964.0,47.139747,39.75181
2368609,ru,bavly,Bavly,73,22982.0,54.393042,53.26023100000001
2368794,ru,baykalsk,Baykalsk,20,15530.0,51.5151,104.1402
2368845,ru,baymak,Baymak,08,17494.0,52.466667,58.25
2369014,ru,bazarnyy karabulak,Bazarnyy Karabulak,67,10389.0,52.268333,46.414444
2369097,ru,bazhovo,Bazhovo,13,11537.0,55.0604,61.6054
2369505,ru,belaya glina,Belaya Glina,38,17997.0,46.078016,40.86651
2369532,ru,belaya kalitva,Belaya Kalitva,61,47521.0,48.185853,40.774244
2369533,ru,belaya kholunitsa,Belaya Kholunitsa,33,11658.0,58.84,50.852778
2369602,ru,belebey,Belebey,08,62583.0,54.11666700000001,54.11666700000001
2369683,ru,belgorod,Belgorod,09,345293.0,50.610743,36.58015200000001
2369906,ru,belogorsk,Belogorsk,05,66271.0,50.915833,128.46111100000002
2369994,ru,belokurikha,Belokurikha,04,14734.0,51.9959,84.9896
2370015,ru,belomorsk,Belomorsk,28,12165.0,64.523222,34.766796
2370073,ru,belorechensk,Belorechensk,38,54527.0,44.767329,39.874236
2370091,ru,beloretsk,Beloretsk,08,70469.0,53.96305600000001,58.398056
2370196,ru,belovo,Belovo,29,79424.0,54.4165,86.2976
2370252,ru,beloyarsk,Beloyarsk,04,10733.0,53.4461,83.9048
2370258,ru,beloyarskiy,Beloyarskiy,71,12438.0,56.7584,61.4143
2370626,ru,belyye berega,Belyye Berega,10,10425.0,53.20851,34.664047
2370813,ru,berdsk,Berdsk,53,90251.0,54.7551,83.0967
2371206,ru,berezniki,Berezniki,90,167750.0,59.415189,56.812371
2372073,ru,bezenchuk,Bezenchuk,65,23736.0,52.982,49.4333
2372106,ru,bezhetsk,Bezhetsk,77,28114.0,57.785064,36.696512
2372473,ru,bikin,Bikin,30,19659.0,46.816111,134.26
2372662,ru,birobidzhan,Birobidzhan,89,76146.0,48.8,132.95
2372668,ru,birsk,Birsk,08,41015.0,55.421111,55.54277800000001
2372763,ru,bisert,Bisert,71,11077.0,56.86174200000001,59.052312
2372855,ru,biysk,Biysk,04,215433.0,52.536389,85.207222
2372903,ru,blagodarnyy,Blagodarnyy,70,35996.0,45.09777800000001,43.436389
2373004,ru,blagoveshchenka,Blagoveshchenka,04,12319.0,52.833333,79.866667
2373022,ru,blagoveshchensk,Blagoveshchensk,05,221298.0,50.266667,127.533333
2373023,ru,blagoveshchensk,Blagoveshchensk,08,34238.0,55.035,55.978056
2373379,ru,bobrov,Bobrov,86,20587.0,51.0695,40.1364
2373660,ru,bodaybo,Bodaybo,20,15934.0,57.85055600000001,114.193333
2373836,ru,bogdanovich,Bogdanovich,71,32270.0,56.780278,62.049444
2374031,ru,bogoroditsk,Bogoroditsk,76,30216.0,53.771663,38.124079
2374066,ru,bogorodsk,Bogorodsk,51,36652.0,56.105135,43.512939
2374167,ru,bogotol,Bogotol,39,23623.0,56.17166700000001,89.586111
2374231,ru,boguchany,Boguchany,39,11209.0,58.381389,97.453056
2374232,ru,boguchar,Boguchar,86,15048.0,49.935767,40.545003
2374343,ru,boksitogorsk,Boksitogorsk,42,17366.0,59.47405,33.848531
2374447,ru,bolkhov,Bolkhov,56,11904.0,53.443333,36.004444
2374495,ru,bologoye,Bologoye,77,25142.0,57.828782,34.038339
2374503,ru,bolokhovo,Bolokhovo,76,10084.0,54.08377700000001,37.82895
2374552,ru,bolotnoye,Bolotnoye,53,17704.0,55.67166700000001,84.39805600000003
2374871,ru,bolshaya glushitsa,Bolshaya Glushitsa,65,10055.0,52.389976,50.47120200000001
2376119,ru,bolshevo,Bolshëvo,47,10133.0,55.934861,37.830021
2378077,ru,bolshoy kamen,Bolshoy Kamen,59,37480.0,43.1225,132.35833300000002
2378755,ru,bor,Bor,51,60648.0,56.358078000000006,44.074772
2378917,ru,borisoglebsk,Borisoglebsk,86,68598.0,51.367129,42.084942
2378961,ru,borisovka,Borisovka,09,14253.0,50.601555,36.015489
2379223,ru,borodino,Borodino,39,19603.0,55.8726,94.9676
2379397,ru,borovichi,Borovichi,52,56572.0,58.387779,33.915463
2379535,ru,borovsk,Borovsk,25,11578.0,55.206389,36.486111
2379542,ru,borovskiy,Borovskiy,78,15406.0,57.040959,65.720179
2379827,ru,borzya,Borzya,93,30421.0,50.383333,116.516667
2379915,ru,botlikh,Botlikh,17,11131.0,42.644419,46.229669
2380249,ru,bratsk,Bratsk,20,259994.0,56.1497,101.6085
2380349,ru,bredy,Bredy,13,10450.0,52.415278,60.341111
2380552,ru,bronnitsy,Bronnitsy,47,18645.0,55.421119,38.261878
2380708,ru,bryansk,Bryansk,10,427241.0,53.252089,34.371666
2380826,ru,bryukhovetskaya,Bryukhovetskaya,38,22309.0,45.806034,38.999593
2381302,ru,bugulma,Bugulma,73,93507.0,54.5378,52.7985
2381313,ru,buguruslan,Buguruslan,55,53512.0,53.6554,52.442
2381330,ru,buinsk,Buinsk,73,20267.0,54.97119,48.291841
2381556,ru,bulanash,Bulanash,71,13056.0,57.278248,61.99649599999999
2382715,ru,buturlinovka,Buturlinovka,86,28581.0,50.823889,40.609167
2382838,ru,buy,Buy,37,26486.0,58.48066800000001,41.536992
2382863,ru,buynaksk,Buynaksk,17,62690.0,42.819001,47.119197
2382948,ru,buzuluk,Buzuluk,55,87715.0,52.7807,52.2635
2383715,ru,chaltyr,Chaltyr,61,14689.0,47.28477,39.482323
2383803,ru,chapaevsk,Chapaevsk,65,70148.0,52.9771,49.7086
2383906,ru,chaplygin,Chaplygin,43,13488.0,53.243187,39.962879
2384246,ru,chaykovskiy,Chaykovskiy,90,86714.0,56.768637,54.114844
2384312,ru,chebarkul,Chebarkul,13,46503.0,54.9749,60.3633
2384337,ru,cheboksary,Cheboksary,16,446786.0,56.132222,47.251944
2384455,ru,chegdomyn,Chegdomyn,30,14855.0,51.116667,133.01666699999998
2384457,ru,chegem,Chegem,22,18429.0,43.283333,43.133333
2384459,ru,chegem vtoroy,Chegem Vtoroy,22,10951.0,43.595833,43.599444
2384526,ru,chekhov,Chekhov,47,75645.0,55.147696,37.477277
2384555,ru,chekmagush,Chekmagush,08,11225.0,55.131944,54.655556
2384719,ru,chelyabinsk-40,Chelyabinsk-40,13,91096.0,55.75555600000001,60.702778
2384721,ru,chelyabinsk-70,Chelyabinsk-70,13,50086.0,56.085,60.731389
2384722,ru,chelyabinsk,Chelyabinsk,13,1062931.0,55.15444399999999,61.429722
2384964,ru,cherdakly,Cherdakly,81,11939.0,54.359402,48.84497
2385040,ru,cheremkhovo,Cheremkhovo,20,57395.0,53.156111,103.0675
2385248,ru,cherepanovo,Cherepanovo,53,20125.0,54.2222,83.381
2385276,ru,cherepovets,Cherepovets,85,311854.0,59.13333299999999,37.9
2385416,ru,cherkessk,Cherkessk,27,117157.0,44.223333,42.057778000000006
2385435,ru,cherlak,Cherlak,54,12122.0,54.155,74.8055
2385613,ru,chernenko,Chernenko,39,42778.0,55.540278,89.20083299999997
2385711,ru,chernigovka,Chernigovka,59,13969.0,44.338889,132.572778
2385805,ru,chernogolovka,Chernogolovka,47,20117.0,56.0,38.366667
2385807,ru,chernogorsk,Chernogorsk,31,71583.0,53.823611,91.284167
2386150,ru,chernushka,Chernushka,90,35942.0,56.507215,56.076613
2386162,ru,chernyakhovsk,Chernyakhovsk,23,45188.0,54.63345,21.815566
2386180,ru,chernyanka,Chernyanka,09,15261.0,50.940947,37.80693400000001
2386289,ru,chernyshevsk,Chernyshevsk,93,12466.0,52.5243,117.0174
2386477,ru,chertkovo,Chertkovo,61,11012.0,49.384705,40.154709
2387478,ru,chita,Chita,93,308294.0,52.031712,113.500867
2387570,ru,chkalovsk,Chkalovsk,51,13577.0,56.76775600000001,43.25135
2387805,ru,chudovo,Chudovo,52,17377.0,59.11666700000001,31.683333
2387870,ru,chuguyevka,Chuguyevka,59,13354.0,44.165278,133.863333
2388035,ru,chulman,Chulman,63,10430.0,56.8479,124.9104
2388060,ru,chulym,Chulym,53,11975.0,55.099722,80.957222
2388165,ru,chunskiy,Chunskiy,20,16199.0,56.0815,99.6342
2388431,ru,chusovoy,Chusovoy,90,50205.0,58.3013,57.8131
2388768,ru,dagestanskiye ogni,Dagestanskiye Ogni,17,27835.0,42.115886,48.192039
2388828,ru,dalmatovo,Dalmatovo,40,14526.0,56.26,62.9362
2388842,ru,dalnegorsk,Dalnegorsk,59,38454.0,44.5558,135.5674
2388852,ru,dalnerechensk,Dalnerechensk,59,29377.0,45.933889,133.7225
2389064,ru,danilov,Danilov,88,16808.0,58.1908,40.171707
2389174,ru,dankov,Dankov,43,22914.0,53.25155400000001,39.155533
2389394,ru,davlekanovo,Davlekanovo,08,23953.0,54.22145,55.03434
2389481,ru,davydovo,Davydovo,47,10606.0,55.608594,38.861087
2389643,ru,dedovsk,Dedovsk,47,27001.0,55.868611,37.122222
2389734,ru,degtyarsk,Degtyarsk,71,15294.0,56.70399999999999,60.0879
2390245,ru,derbent,Derbent,17,105967.0,42.067795,48.289874
2390520,ru,desnogorsk,Desnogorsk,69,32454.0,54.150769,33.28151
2390682,ru,devyatka,Devyatka,39,93838.0,56.251111,93.531944
2390807,ru,digora,Digora,68,12000.0,43.158056,44.156944
2390885,ru,dimitrovgrad,Dimitrovgrad,81,132228.0,54.25,49.55
2390910,ru,dinskaya,Dinskaya,38,34573.0,45.21782,39.22832800000001
2390960,ru,divnogorsk,Divnogorsk,39,30018.0,55.9581,92.3726
2390966,ru,divnoye,Divnoye,70,15700.0,45.908889,43.354722
2391175,ru,dmitrov,Dmitrov,47,61608.0,56.35,37.516667
2391297,ru,dobrinka,Dobrinka,43,10063.0,52.165278,40.473056
2391449,ru,dobryanka,Dobryanka,90,36972.0,58.46195400000001,56.416455000000006
2391553,ru,dokshukino,Dokshukino,22,35020.0,43.5575,43.850833
2391758,ru,dolgoprudnyy,Dolgoprudnyy,47,68260.0,55.904114,37.560643
2391895,ru,dolinsk,Dolinsk,64,11989.0,47.35,142.8
2392136,ru,domodedovo,Domodedovo,47,53888.0,55.4413,37.75367
2392192,ru,donetsk,Donetsk,61,47829.0,48.333722,39.94776
2392260,ru,donskoy,Donskoy,61,13627.0,47.414044,40.257424
2392262,ru,donskoy,Donskoy,76,31968.0,53.68103000000001,38.647755
2392273,ru,donskoye,Donskoye,70,15469.0,45.455176,41.97410900000001
2392392,ru,dorogobuzh,Dorogobuzh,69,12294.0,54.915,33.297222
2392793,ru,drezna,Drezna,47,11387.0,55.742082,38.847526
2393181,ru,dubinino,Dubinino,39,11841.0,55.619167,89.091111
2393258,ru,dubna,Dubna,47,60605.0,56.733333,37.166667
2393383,ru,dubovka,Dubovka,84,15218.0,49.058246,44.829004
2393758,ru,dudinka,Dudinka,74,23619.0,69.405833,86.177778
2393856,ru,dugulubgey,Dugulubgey,22,20965.0,43.6625,43.536944
2394556,ru,dvubratskiy,Dvubratskiy,38,10272.0,45.238879,39.804994
2394724,ru,dyatkovo,Dyatkovo,10,33339.0,53.597822,34.338248
2394911,ru,dyurtyuli,Dyurtyuli,08,31088.0,55.491057,54.868828
2394949,ru,dzerzhinsk,Dzerzhinsk,51,256540.0,56.241432,43.455393
2394952,ru,dzerzhinskiy,Dzerzhinskiy,47,41146.0,55.629448,37.856545
2394989,ru,dzhalil,Dzhalil,73,14797.0,55.0239,52.7358
2395354,ru,ekazhevo,Ekazhevo,CI,25549.0,43.212222,44.823056
2395408,ru,elban,Elban,30,12531.0,50.09,136.5
2395445,ru,elektrogorsk,Elektrogorsk,47,20724.0,55.884309,38.786403
2395448,ru,elektrostal,Elektrostal,47,144389.0,55.789593,38.446711
2395450,ru,elektrougli,Elektrougli,47,16257.0,55.724448,38.209081
2395491,ru,elista,Elista,24,106972.0,46.307778000000006,44.255833
2395509,ru,elkhotovo,Elkhotovo,68,12425.0,43.339498,44.204858
2395616,ru,enem,Enem,01,17665.0,44.92710200000001,38.908525
2395644,ru,engels,Engels,67,196013.0,51.48388900000001,46.10527800000001
2395797,ru,ertil,Ertil,86,12622.0,51.8066,40.516
2397415,ru,fokino,Fokino,59,25827.0,42.983611,132.404722
2397738,ru,frolovo,Frolovo,84,40882.0,49.771326,43.662221
2397806,ru,fryanovo,Fryanovo,47,11088.0,56.13333299999999,38.45
2397809,ru,fryazino,Fryazino,47,52256.0,55.960556,38.045556
2397849,ru,furmanov,Furmanov,21,38381.0,57.253632,41.108488
2398188,ru,galich,Galich,37,18595.0,58.37884200000001,42.346326
2398731,ru,gatchina,Gatchina,42,89763.0,59.576389,30.128333
2398906,ru,gavrilov-yam,Gavrilov-Yam,88,18618.0,57.301852,39.853313
2398996,ru,gay,Gay,55,41620.0,51.4666,58.4552
2399096,ru,gelendzhik,Gelendzhik,38,50715.0,44.5622,38.0848
2399161,ru,georgievsk,Georgievsk,70,72652.0,44.151944,43.469722
2399166,ru,georgiu-dezh,Georgiu-Dezh,86,55940.0,50.984053,39.515447
2399397,ru,giaginskaya,Giaginskaya,01,15169.0,44.862084,40.07195
2399425,ru,gigant,Gigant,61,10034.0,46.506646,41.341848
2399684,ru,glazov,Glazov,80,100677.0,58.139411,52.658419
2399983,ru,glubokiy,Glubokiy,61,11225.0,48.527592,40.327923
2400627,ru,golitsyno,Golitsyno,47,16056.0,55.60928000000001,36.982121
2401233,ru,golyshmanovo,Golyshmanovo,78,13424.0,56.3979,68.372786
2402024,ru,gorkovskiy,Gorkovskiy,84,15315.0,48.682356,44.329045
2402119,ru,gorno-altaysk,Gorno-Altaysk,03,54917.0,51.956111,85.955
2402195,ru,gornozavodsk,Gornozavodsk,90,12796.0,58.37583299999999,58.321111
2402202,ru,gornyak,Gornyak,04,15669.0,50.994167,81.466111
2402203,ru,gornyak,Gornyak,13,13946.0,55.1362,61.6833
2402310,ru,gorodets,Gorodets,51,31789.0,56.654932,43.472726
2402383,ru,gorodishche,Gorodishche,84,19509.0,48.804542,44.47439
2402505,ru,gorodovikovsk,Gorodovikovsk,24,10706.0,46.087847,41.933533
2402532,ru,gorokhovets,Gorokhovets,83,14247.0,56.201523,42.693508
2402753,ru,goryachevodskiy,Goryachevodskiy,70,35075.0,44.023611,43.092222
2402770,ru,goryachiy klyuch,Goryachiy Klyuch,38,28078.0,44.630833,39.13
2403095,ru,goyty,Goyty,CI,13250.0,43.164167,45.622778
2403264,ru,gramoteino,Gramoteino,29,14010.0,54.5368,86.3839
2403581,ru,gremyachinsk,Gremyachinsk,90,12094.0,58.5603,57.851000000000006
2403708,ru,gribanovskiy,Gribanovskiy,86,17220.0,51.45792,41.976365
2404594,ru,gryazi,Gryazi,43,47414.0,52.496573,39.935932
2404724,ru,gryazovets,Gryazovets,85,16133.0,58.88,40.2525
2404779,ru,gubakha,Gubakha,90,31424.0,58.871596,57.60149200000001
2404866,ru,gubkin,Gubkin,09,88495.0,51.281667,37.545833
2404872,ru,gubkinskiy,Gubkinskiy,87,20463.0,64.455278,76.61694399999998
2404908,ru,gudermes,Gudermes,CI,32769.0,43.35071,46.109247
2404978,ru,gukovo,Gukovo,61,66080.0,48.0242,39.8737
2405025,ru,gulkevichi,Gulkevichi,38,35843.0,45.359,40.7026
2405325,ru,guryevsk,Guryevsk,23,11653.0,54.77323199999999,20.605211
2405326,ru,guryevsk,Guryevsk,29,27160.0,54.283333,85.93333299999998
2405397,ru,gusev,Gusev,23,28690.0,54.592222,22.199722
2405537,ru,gus-khrustalnyy,Gus-Khrustalnyy,83,65268.0,55.61113100000001,40.651862
2405675,ru,gvardeysk,Gvardeysk,23,15099.0,54.647721,21.065131
2405776,ru,gzhatsk,Gzhatsk,69,28880.0,55.552907,34.995369000000004
2406148,ru,iglino,Iglino,08,13958.0,54.832441,56.412641
2406325,ru,igra,Igra,80,22033.0,57.546676,53.064691
2406514,ru,ilanskiy,Ilanskiy,39,16668.0,56.2325,96.0652
2407074,ru,ilovlya,Ilovlya,84,11930.0,49.303336,43.979652
2407086,ru,ilskiy,Ilskiy,38,22612.0,44.842221,38.566857
2407486,ru,imeni morozova,Imeni Morozova,42,10623.0,59.975723,31.037623
2407936,ru,inskoy,Inskoy,29,13326.0,54.4297,86.44
2407941,ru,inta,Inta,34,38403.0,66.083333,60.13333299999999
2407996,ru,inza,Inza,81,19737.0,53.856715,46.356224
2408002,ru,inzhavino,Inzhavino,72,10278.0,52.318474,42.493688
2408105,ru,ipatovo,Ipatovo,70,29073.0,45.718056,42.903611
2408139,ru,irbit,Irbit,71,41647.0,57.670525,63.07100000000001
2408226,ru,irkutsk,Irkutsk,20,586702.0,52.297778,104.296389
2408523,ru,ishimbay,Ishimbay,08,70422.0,53.454462,56.041487
2408526,ru,ishim,Ishim,78,67763.0,56.112807,69.490148
2408648,ru,isilkul,Isilkul,54,26429.0,54.91091,71.272823
2408690,ru,iskitim,Iskitim,53,61828.0,54.6122,83.4006
2408757,ru,islamey,Islamey,22,10899.0,43.675556,43.455
2408916,ru,istra,Istra,47,33391.0,55.91996999999999,36.868667
2409145,ru,ivangorod,Ivangorod,42,11074.0,59.371549,28.216251
2409398,ru,ivanovo,Ivanovo,21,420843.0,56.99719200000001,40.971392
2409583,ru,ivanteyevka,Ivanteyevka,47,51086.0,55.971111,37.920833
2409714,ru,ivdel,Ivdel,71,19380.0,60.691111,60.42055600000001
2409922,ru,izberbash,Izberbash,17,42122.0,42.569554,47.864471
2410002,ru,izhevsk,Izhevsk,80,631044.0,56.849756000000006,53.204479000000006
2410127,ru,izobilnyy,Izobilnyy,70,40122.0,45.370922,41.708387
2410381,ru,kaa-khem,Kaa-Khem,79,10375.0,51.68333300000001,94.733333
2410609,ru,kachkanar,Kachkanar,71,43984.0,58.699988,59.49482
2410742,ru,kaduy,Kaduy,85,11570.0,59.2,37.15
2411018,ru,kalachinsk,Kalachinsk,54,24059.0,55.052862,74.57511099999998
2411027,ru,kalach-na-donu,Kalach-na-Donu,84,27522.0,48.690988,43.526381
2411268,ru,kaliningrad,Kaliningrad,23,434959.0,54.706493,20.510951
2411306,ru,kalinino,Kalinino,38,34594.0,45.086677,39.043556
2411337,ru,kalininskaya,Kalininskaya,38,13363.0,45.484403,38.662212
2411366,ru,kalininsk,Kalininsk,67,18685.0,51.5,44.4758
2411751,ru,kaltan,Kaltan,29,25904.0,53.5347,87.2457
2411785,ru,kaluga,Kaluga,25,338982.0,54.529302,36.275415
2411841,ru,kalyazin,Kalyazin,77,14655.0,57.240278,37.843333
2411935,ru,kambarka,Kambarka,80,12464.0,56.269436,54.206167
2412054,ru,kamenka,Kamenka,57,40974.0,53.181389,44.049444
2412121,ru,kamen-na-obi,Kamen-na-Obi,04,44564.0,53.7884,81.3423
2412318,ru,kamenolomni,Kamenolomni,61,12262.0,47.668525,40.205104
2412326,ru,kamen-rybolov,Kamen-Rybolov,59,11489.0,44.748056,132.040278
2412383,ru,kamensk-shakhtinskiy,Kamensk-Shakhtinskiy,61,75815.0,48.317794,40.259475
2412384,ru,kamensk-uralskiy,Kamensk-Uralskiy,71,181884.0,56.4185,61.9329
2412423,ru,kameshkovo,Kameshkovo,83,13935.0,56.35305,41.009412
2412522,ru,kamskiye polyany,Kamskiye Polyany,73,15077.0,55.430676,51.417088
2412644,ru,kamyshin,Kamyshin,84,128628.0,50.098331,45.416013
2412682,ru,kamyshlov,Kamyshlov,71,28006.0,56.842778,62.711111
2412731,ru,kamyzyak,Kamyzyak,07,16191.0,46.109949,48.073644
2412784,ru,kanash,Kanash,16,49886.0,55.509618,47.491266
2412852,ru,kandalaksha,Kandalaksha,49,38432.0,67.162002,32.412287
2412887,ru,kandry,Kandry,08,12100.0,54.533333,54.05
2412913,ru,kanevskaya,Kanevskaya,38,45334.0,46.0849,38.9596
2413003,ru,kansk,Kansk,39,101503.0,56.20166700000001,95.7175
2413010,ru,kantemirovka,Kantemirovka,86,12770.0,49.708871,39.859222
2413030,ru,kantyshevo,Kantyshevo,CI,17363.0,43.214463,44.677116
2413205,ru,kapustin yar-1,Kapustin Yar-1,07,31922.0,48.5842,45.7338
2413245,ru,karabanovo,Karabanovo,83,15615.0,56.316667,38.7
2413251,ru,karabash,Karabash,13,15631.0,55.4808,60.2157
2413294,ru,karabudakhkent,Karabudakhkent,17,13207.0,42.708703,47.56735
2413303,ru,karabulak,Karabulak,CI,34512.0,43.305128,44.899489
2413332,ru,karachev,Karachev,10,19758.0,53.12291800000001,34.985167
2413744,ru,karasuk,Karasuk,53,28589.0,53.73771800000001,78.040255
2414195,ru,kargat,Kargat,53,10881.0,55.195556,80.281111
2414225,ru,kargopol,Kargopol,06,10966.0,61.507072,38.945636
2414558,ru,karpinsk,Karpinsk,71,30071.0,59.7654,60.0085
2414755,ru,kartaly,Kartaly,13,28504.0,53.052222,60.646667
2414959,ru,karymskoye,Karymskoye,93,11901.0,51.616667,114.35
2415099,ru,kashin,Kashin,77,16599.0,57.35916700000001,37.608056
2415123,ru,kashira,Kashira,47,40084.0,54.844444,38.166944
2415257,ru,kasimov,Kasimov,62,35355.0,54.90271,41.336431
2415305,ru,kasli,Kasli,13,17911.0,55.8909,60.7616
2415328,ru,kaspiyskiy,Kaspiyskiy,24,14045.0,45.392878,47.370728
2415329,ru,kaspiysk,Kaspiysk,17,81753.0,42.881648,47.639194
2415369,ru,kasumkent,Kasumkent,17,12225.0,41.677248,48.146009
2415441,ru,katav-ivanovsk,Katav-Ivanovsk,13,19339.0,54.75305600000001,58.195556
2415462,ru,kataysk,Kataysk,40,15620.0,56.289,62.5841
2415671,ru,kavalerovo,Kavalerovo,59,16945.0,44.2661,135.0572
2415728,ru,kavkazskaya,Kavkazskaya,38,11680.0,45.4453,40.6765
2415771,ru,kayakent,Kayakent,17,11805.0,42.387356,47.903007
2415820,ru,kayerkan,Kayerkan,39,27295.0,69.37861099999999,87.743889
2416146,ru,kazan,Kazan,73,1104750.0,55.78874,49.122144
2416175,ru,kazanskaya,Kazanskaya,38,10794.0,45.4106,40.4361
2416533,ru,kedrovka,Kedrovka,29,17752.0,55.533333,86.05
2416710,ru,kemerovo,Kemerovo,29,477096.0,55.333333,86.083333
2416713,ru,kem,Kem,28,13830.0,64.95546,34.579294
2416818,ru,kenzhe,Kenzhe,22,10636.0,43.501667,43.557222
2417084,ru,kez,Kez,80,10792.0,57.89785500000001,53.71520699999999
2417125,ru,khabarovsk,Khabarovsk,30,578307.0,48.480833,135.092778
2417191,ru,khadyzhensk,Khadyzhensk,38,21685.0,44.4258,39.5362
2417560,ru,khanskaya,Khanskaya,01,11297.0,44.67702,39.961599
2417642,ru,kharabali,Kharabali,07,18224.0,47.419585,47.256781
2418017,ru,kharovsk,Kharovsk,85,11115.0,59.964247,40.19121
2418101,ru,khasanya,Khasanya,22,10495.0,43.43333300000001,43.578611
2418507,ru,khilok,Khilok,93,10627.0,51.3674,110.4676
2418533,ru,khimki,Khimki,48,142620.0,55.897037,37.429687
2419374,ru,kholmskaya,Kholmskaya,38,17494.0,44.846944,38.385
2419376,ru,kholmsk,Kholmsk,64,32682.0,47.051111,142.056944
2419772,ru,khor,Khor,30,11503.0,47.886111,134.94638899999998
2419829,ru,khorol,Khorol,59,11245.0,44.426111,132.0725
2420078,ru,khotkovo,Khotkovo,47,20464.0,56.25,38.0
2421151,ru,khvalynsk,Khvalynsk,67,13438.0,52.4906,48.1058
2421635,ru,kimovsk,Kimovsk,76,31947.0,53.971638,38.53186
2421637,ru,kimry,Kimry,77,52071.0,56.86666700000001,37.35
2421678,ru,kinel-cherkassy,Kinel-Cherkassy,65,18393.0,53.47059599999999,51.474305
2421680,ru,kinel,Kinel,65,34337.0,53.225708,50.629074
2421696,ru,kineshma,Kineshma,21,92984.0,57.439139,42.128943
2421699,ru,kingisepp,Kingisepp,42,50567.0,59.373314,28.613433
2421889,ru,kirensk,Kirensk,20,13309.0,57.78527800000001,108.111944
2421914,ru,kireyevsk,Kireyevsk,76,25513.0,53.933607,37.927924
2422069,ru,kirishi,Kirishi,42,56191.0,59.447119,32.020494
2422142,ru,kirovgrad,Kirovgrad,71,22685.0,57.429722,60.059722
2422150,ru,kirov,Kirov,25,39319.0,54.066863,34.29955
2422151,ru,kirov,Kirov,33,457387.0,58.596654,49.660068
2422157,ru,kirovo-chepetsk,Kirovo-Chepetsk,33,90253.0,58.553859,50.03986
