	Unnamed: 0	station_id	station_name	latitude	longitude	WMO_id	isRadio
1264	1264	72924	RESOLUTE                 	74.71666666666667	-94.98333333333332	72924	
1265	1265	72903	RESOLUTION ISLAND        	61.58333333333334	-64.65	72903	
1266	1266	72600	SABLE ISLAND             	43.93333333333333	-60.01666666666666	72600	
1267	1267	74051	SACHS HARBOUR            	71.98333333333333	-125.28333333333332	74051	
1268	1268	74101	SANDSPIT                 	53.25	-131.81666666666666	74101	
1269	1269	72828	SCHEFFERVILLE            	54.8	-66.81666666666666	72828	
1270	1270	72811	SEPT-ILES                	50.21666666666667	-66.26666666666667	72811	
1271	1271	72601	SHEARWATER               	44.63333333333333	-63.5	72601	
1272	1272	72815	STEPHENVILLE             	48.53333333333333	-58.55	72815	
1273	1273	72707	SYDNEY                   	46.16666666666666	-60.05	72707	
1274	1274	72867	THE PAS                  	53.96666666666667	-101.1	72867	
1275	1275	72801	TORBAY                   	47.61666666666667	-52.75	72801	
1276	1276	72624	TORONTO MALTON           	43.68333333333333	-79.63333333333334	72624	
1277	1277	72848	TROUT LAKE               	53.83333333333334	-89.86666666666666	72848	
1278	1278	72892	VANCOUVER                	49.18333333333333	-123.16666666666669	72892	
1279	1279	74200	VICTORIA                 	48.41666666666666	-123.31666666666666	74200	
1280	1280	72953	WATSON LAKE              	60.11666666666667	-128.81666666666666	72953	
1281	1281	72964	WHITEHORSE               	60.71666666666667	-135.06666666666666	72964	
1282	1282	72738	WHITE RIVER              	48.6	-85.28333333333333	72738	
1283	1283	72852	WINNIPEG                 	49.9	-97.23333333333332	72852	
1284	1284	76805	ACAPULCO                 	16.833333333333332	-99.93333333333334	76805	
1285	1285	76695	CAMPECHE                 	19.85	-90.53333333333332	76695	
1286	1286	76225	CHIHUAHUA                	28.63333333333333	-106.06666666666666	76225	
1287	1287	76845	CIUDAD LAS CASA          	16.733333333333334	-92.63333333333334	76845	
1288	1288	76381	CIUDAD LERDO             	25.5	-103.53333333333332	76381	
1289	1289	76680	CIUDAD OF MEXICO         	19.4	-99.18333333333334	76680	
1290	1290	76746	CIUDAD OBREGON           	18.53333333333333	-92.65	76746	
1291	1291	76741	COATZACOALOS             	18.15	-94.41666666666669	76741	
